['220609202001.00', '5211.11D', '10622.22D', '00033.33', '44', '555.55', '6', '+057.77', '+058.88', '+061.00', '25.55555555']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['220612170717.97', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.75', '+024.79', '+050.46', 'XX.XXXXXXXX']
['220612170719.18', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.75', '+024.82', '+050.46', 'XX.XXXXXXXX']
['220612170720.40', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.79', '+051.00', 'XX.XXXXXXXX']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['220612170915.99', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+049.93', '40.31423950']
['220612170933.41', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.69', '+024.75', '+051.54', '40.32186890']
['220612170934.65', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.69', '+024.75', '+051.54', '40.32186890']
['220612170935.89', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+050.46', '40.31423950']
['220612170937.13', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.69', '+024.75', '+050.46', '40.33712769']
['220612170938.37', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+051.00', '40.32949829']
['220612170939.61', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+050.46', '40.34475708']
['220612170940.85', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+051.00', '40.34475708']
['220612170942.08', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+051.54', '40.34475708']
['220612170943.37', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+051.54', '40.33712769']
['220612170944.63', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+051.00', '40.33712769']
['220612170945.89', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+051.54', '40.32186890']
['220612170947.13', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+051.54', '40.32949829']
['220612170948.37', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+051.00', '40.31423950']
['220612170949.61', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.69', '+024.75', '+050.46', '40.29898071']
['220612170950.85', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.69', '+024.79', '+051.54', '40.27609253']
['220612170952.12', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+051.54', '40.29898071']
['220612170953.51', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+051.54', '40.32949829']
['220612170954.76', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+051.54', '40.26846313']
['220612170956.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+052.08', '40.26846313']
['220612170957.27', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+052.08', '40.25320435']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['-27\r\nSent a r']
['']
['']
['']
['']
['']
['']
['']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['220612171013.00', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.69', '+024.72', '+051.54', '40.27609253']
['220612171014.29', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+051.54', '40.26846313']
['220612171015.65', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.69', '+024.72', '+051.54', '40.26083374']
['220612171016.91', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+051.54', '40.27609253']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['220612171019.70', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+052.08', '40.28372192']
['220612171021.73', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+052.62', '40.26846313']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['220612171024.68', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+052.62', '40.27609253']
['220612171026.71', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+052.62', '40.26083374']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['220612171030.69', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+052.62', '40.26846313']
['220612171031.96', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+052.08', '40.24557495']
['220612171033.21', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.69', '+024.75', '+052.08', '40.26846313']
['220612171034.45', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+051.54', '40.26083374']
['220612171035.69', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+051.54', '40.26846313']
['220612171036.93', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.69', '+051.54', '40.27609253']
['220612171038.17', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+052.08', '40.27609253']
['220612171039.41', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+052.08', '40.26846313']
['220612171040.66', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.69', '+024.75', '+051.54', '40.26083374']
['220612171041.89', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+052.62', '40.27609253']
['220612171043.13', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+051.54', '40.26083374']
['220612171044.41', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+052.08', '40.27609253']
['220612171045.65', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.79', '+051.54', '40.27609253']
['220612171046.91', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.79', '+052.08', '40.26846313']
['220612171100.80', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.79', '+052.62', '40.26083374']
['220612171102.07', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+052.62', '40.26846313']
['220612171103.35', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+052.08', '40.25320435']
['-30\r\nSent a r']
['220612171107.28', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+052.62', '40.25320435']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['220612171109.23', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+052.62', '40.25320435']
['220612171111.25', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.69', '+024.75', '+052.62', '40.26083374']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['220612171115.49', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.69', '+024.75', '+052.08', '40.26083374']
['220612171116.76', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+052.62', '40.26846313']
['220612171118.03', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+052.62', '40.26083374']
['220612171119.29', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.69', '+024.72', '+052.62', '40.28372192']
['0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\r\n0 0 0 0 0 0 0 0 0 0 0 0 0 \r\nGot 93 bytes:']
['220612171122.27', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+053.15', '40.29898071']
['220612171123.51', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.69', '+024.75', '+052.62', '40.28372192']
['220612171124.75', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.69', '+024.72', '+053.15', '40.29135132']
['220612171125.99', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.69', '+024.72', '+052.62', '40.31423950']
['220612171127.24', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+052.62', '40.29135132']
['220612171128.48', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+052.62', '40.29898071']
['220612171129.75', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+052.62', '40.26846313']
['220612171131.00', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.69', '+024.72', '+052.62', '40.29898071']
['220612171132.24', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.69', '+024.72', '+052.62', '40.28372192']
['220612171133.49', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.69', '+024.72', '+052.08', '40.28372192']
['220612171134.74', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.69', '+051.54', '40.28372192']
['220612171136.00', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+052.08', '40.29898071']
['220612171137.25', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.69', '+024.72', '+051.54', '40.31423950']
['220612171138.51', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.69', '+024.72', '+052.08', '40.29898071']
['220612171139.76', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+052.62', '40.31423950']
['220612171141.00', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+052.62', '40.31423950']
['220612171142.28', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+052.08', '40.31423950']
['220612171143.52', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+052.62', '40.31423950']
['220612171144.76', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+052.62', '40.32949829']
['220612171146.00', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.69', '+024.72', '+052.62', '40.30661011']
['220612171147.24', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+052.62', '40.29898071']
['220612171148.49', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+052.62', '40.31423950']
['220612171149.73', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+052.62', '40.31423950']
['220612171150.97', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+053.15', '40.29898071']
['220612171152.21', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+052.62', '40.26846313']
['220612171153.45', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+052.62', '40.29135132']
['220612171154.72', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+052.62', '40.27609253']
['220612171155.96', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+052.62', '40.27609253']
['220612171157.21', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+053.15', '40.26846313']
['220612171158.44', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.75', '+024.72', '+052.08', '40.27609253']
['220612171159.69', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+052.62', '40.23794556']
['220612171200.93', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+052.08', '40.24557495']
['220612171202.17', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+053.69', '40.20742798']
['220612171203.41', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+052.62', '40.23794556']
['220612171204.64', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+052.62', '40.22268677']
['220612171205.89', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+052.62', '40.20742798']
['220612171207.16', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+052.08', '40.21505737']
['220612171208.40', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+053.15', '40.19979858']
['220612171209.63', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+052.62', '40.19216919']
['220612171210.87', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+052.62', '40.17691040']
['220612171212.12', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+053.15', '40.17691040']
['220612171213.38', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+052.62', '40.17691040']
['220612171214.67', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+052.62', '40.16165161']
['220612171215.95', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.69', '+024.72', '+053.15', '40.16165161']
['220612171217.24', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+052.62', '40.15402222']
['220612171218.53', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+052.62', '40.14639282']
['220612171219.85', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+052.62', '40.14639282']
['220612171221.10', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+052.08', '40.15402222']
['220612171222.39', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.69', '+024.72', '+052.62', '40.16165161']
['220612171223.68', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.69', '+024.72', '+052.62', '40.14639282']
['220612171224.96', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.69', '+024.72', '+052.62', '40.14639282']
['220612171226.26', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+052.62', '40.14639282']
['220612171227.54', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.69', '+024.72', '+052.62', '40.13876343']
['220612171228.83', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.72', '+052.62', '40.14639282']
['220612171230.11', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.72', '+024.75', '+052.62', '40.14639282']
['220612171231.40', '5207.9N', '10637.96W', 'XXXXX.XX', '00', 'XXX.XX', '7', '+024.69', '+024.69', '+052.62', '40.15402222']
